com;typecom;reg;dep;arr;tncc;ncc;nccenr;libelle;can;comparent;nom_commune;latitude;longitude,type
40041;COM;75;40;401;0;BEYRIES;Beyries;Beyries;4004;;Beyries;43.566667;-0.633333;0
40042;COM;75;40;401;0;BIARROTTE;Biarrotte;Biarrotte;4015;;Biarrotte;;;0
40043;COM;75;40;402;0;BIAS;Bias;Bias;4003;;Bias;;;0
40044;COM;75;40;401;0;BIAUDOS;Biaudos;Biaudos;4015;;Biaudos;43.55;-1.3;0
40046;COM;75;40;402;0;BISCARROSSE;Biscarrosse;Biscarrosse;4007;;Biscarrosse;44.391667;-1.166667;-1
40047;COM;75;40;401;0;BONNEGARDE;Bonnegarde;Bonnegarde;4004;;Bonnegarde;43.566667;-0.716667;1
40049;COM;75;40;402;0;BORDERES ET LAMENSANS;Bordères-et-Lamensans;Bordères-et-Lamensans;4001;;BordÃ¨res-et-Lamensans;43.766667;-0.366667;0
40050;COM;75;40;402;0;BOSTENS;Bostens;Bostens;4010;;Bostens;43.966667;-0.366667;0
40051;COM;75;40;402;0;BOUGUE;Bougue;Bougue;4011;;Bougue;43.9;-0.383333;0
40052;COM;75;40;402;0;BOURDALAT;Bourdalat;Bourdalat;4001;;Bourdalat;43.833333;-0.2;0
40053;COM;75;40;402;0;BOURRIOT BERGONCE;Bourriot-Bergonce;Bourriot-Bergonce;4008;;Bourriot-Bergonce;44.116667;-0.25;0
40054;COM;75;40;401;0;BRASSEMPOUY;Brassempouy;Brassempouy;4004;;Brassempouy;43.633333;-0.7;0
40055;COM;75;40;402;0;BRETAGNE DE MARSAN;Bretagne-de-Marsan;Bretagne-de-Marsan;4011;;Bretagne-de-Marsan;43.85;-0.45;0
40056;COM;75;40;402;0;BROCAS;Brocas;Brocas;4008;;Brocas;44.05;-0.533333;0
40057;COM;75;40;402;0;BUANES;Buanes;Buanes;4001;;Buanes;43.716667;-0.416667;0
40058;COM;75;40;402;0;CACHEN;Cachen;Cachen;4008;;Cachen;44.066667;-0.433333;0
40059;COM;75;40;401;0;CAGNOTTE;Cagnotte;Cagnotte;4012;;Cagnotte;43.6;-1.066667;-1
40060;COM;75;40;402;0;CALLEN;Callen;Callen;4008;;Callen;44.3;-0.466667;-1
40061;COM;75;40;402;0;CAMPAGNE;Campagne;Campagne;4011;;Campagne;43.866667;-0.633333;0
40062;COM;75;40;402;0;CAMPET ET LAMOLERE;Campet-et-Lamolère;Campet-et-Lamolère;4010;;Campet-et-LamolÃ¨re;43.916667;-0.6;0
40063;COM;75;40;401;0;CANDRESSE;Candresse;Candresse;4006;;Candresse;43.716667;-0.983333;-1
40064;COM;75;40;402;0;CANENX ET REAUT;Canenx-et-Réaut;Canenx-et-Réaut;4008;;Canenx-et-RÃ©aut;44;-0.433333;0
40065;COM;75;40;401;0;CAPBRETON;Capbreton;Capbreton;4014;;Capbreton;43.633333;-1.433333;0
40066;COM;75;40;401;0;CARCARES SAINTE CROIX;Carcarès-Sainte-Croix;Carcarès-Sainte-Croix;4013;;CarcarÃ¨s-Sainte-Croix;43.85;-0.783333;-1
40067;COM;75;40;401;0;CARCEN PONSON;Carcen-Ponson;Carcen-Ponson;4013;;Carcen-Ponson;43.883333;-0.8;1
40068;COM;75;40;401;0;CASSEN;Cassen;Cassen;4004;;Cassen;43.766667;-0.866667;0
40069;COM;75;40;401;0;CASTAIGNOS SOUSLENS;Castaignos-Souslens;Castaignos-Souslens;4004;;Castaignos-Souslens;43.583333;-0.65;-1
40070;COM;75;40;402;0;CASTANDET;Castandet;Castandet;4001;;Castandet;43.8;-0.35;0
40071;COM;75;40;401;0;CASTELNAU CHALOSSE;Castelnau-Chalosse;Castelnau-Chalosse;4004;;Castelnau-Chalosse;43.666667;-0.85;-1
40072;COM;75;40;402;0;CASTELNAU TURSAN;Castelnau-Tursan;Castelnau-Tursan;4002;;Castelnau-Tursan;43.65;-0.4;-1
40073;COM;75;40;402;0;CASTELNER;Castelner;Castelner;4002;;Castelner;43.55;-0.583333;-1
40074;COM;75;40;401;0;CASTEL SARRAZIN;Castel-Sarrazin;Castel-Sarrazin;4004;;Castel-Sarrazin;43.616667;-0.783333;-1
40075;COM;75;40;401;0;CASTETS;Castets;Castets;4003;;Castets;43.883333;-1.15;0
40076;COM;75;40;402;0;CAUNA;Cauna;Cauna;4002;;Cauna;43.783333;-0.65;0
40077;COM;75;40;401;0;CAUNEILLE;Cauneille;Cauneille;4012;;Cauneille;43.55;-1.066667;-1
40078;COM;75;40;401;0;CAUPENNE;Caupenne;Caupenne;4004;;Caupenne;43.683333;-0.75;0
40079;COM;75;40;402;0;CAZALIS;Cazalis;Cazalis;4002;;Cazalis;43.616667;-0.666667;0
40080;COM;75;40;402;0;CAZERES SUR L ADOUR;'Cazères-sur-l''Adour';'Cazères-sur-l''Adour';4001;;'CazÃ¨res-sur-l''Adour';43.75;-0.316667;-1
40081;COM;75;40;402;0;CERE;Cère;Cère;4008;;CÃ¨re;43.983333;-0.516667;0
40082;COM;75;40;402;0;CLASSUN;Classun;Classun;4001;;Classun;43.716667;-0.416667;-1
40083;COM;75;40;402;0;CLEDES;Clèdes;Clèdes;4002;;ClÃ¨des;43.616667;-0.383333;0
40084;COM;75;40;401;0;CLERMONT;Clermont;Clermont;4004;;Clermont;43.65;-0.916667;0
40085;COM;75;40;402;0;COMMENSACQ;Commensacq;Commensacq;4008;;Commensacq;44.216667;-0.816667;0
40086;COM;75;40;402;0;COUDURES;Coudures;Coudures;4002;;Coudures;43.7;-0.516667;-1
40087;COM;75;40;402;0;CREON D ARMAGNAC;'Créon-d''Armagnac';'Créon-d''Armagnac';4008;;'CrÃ©on-d''Armagnac';44;-0.1;-1
40088;COM;75;40;401;0;DAX;Dax;Dax;4098;;Dax;43.716667;-1.05;0
40089;COM;75;40;401;0;DOAZIT;Doazit;Doazit;4004;;Doazit;43.7;-0.65;0
40090;COM;75;40;401;0;DONZACQ;Donzacq;Donzacq;4004;;Donzacq;43.65;-0.8;0
40091;COM;75;40;402;0;DUHORT BACHEN;Duhort-Bachen;Duhort-Bachen;4001;;Duhort-Bachen;43.733333;-0.316667;0
40092;COM;75;40;402;0;DUMES;Dumes;Dumes;4002;;Dumes;43.7;-0.583333;0
40093;COM;75;40;402;1;ESCALANS;Escalans;Escalans;4008;;Escalans;43.966667;0.033333;0
40094;COM;75;40;402;1;ESCOURCE;Escource;Escource;4008;;Escource;44.166667;-1.033333;-1
40095;COM;75;40;401;1;ESTIBEAUX;Estibeaux;Estibeaux;4012;;Estibeaux;43.6;-0.9;-1
40096;COM;75;40;402;1;ESTIGARDE;Estigarde;Estigarde;4008;;Estigarde;44.033333;-0.116667;0
40097;COM;75;40;402;1;EUGENIE LES BAINS;Eugénie-les-Bains;Eugénie-les-Bains;4001;;EugÃ©nie-les-Bains;43.7;-0.383333;0
40098;COM;75;40;402;1;EYRES MONCUBE;Eyres-Moncube;Eyres-Moncube;4002;;Eyres-Moncube;43.716667;-0.55;0
40099;COM;75;40;402;0;FARGUES;Fargues;Fargues;4002;;Fargues;43.716667;-0.45;1
40100;COM;75;40;402;2;FRECHE;Frêche;Le Frêche;4001;;Le FrÃªche;43.933333;-0.233333;0
40101;COM;75;40;401;0;GAAS;Gaas;Gaas;4012;;Gaas;43.616667;-1.033333;0
40102;COM;75;40;402;0;GABARRET;Gabarret;Gabarret;4008;;Gabarret;43.983333;0.016667;0
40103;COM;75;40;402;0;GAILLERES;Gaillères;Gaillères;4010;;GaillÃ¨res;43.933333;-0.366667;1
40104;COM;75;40;401;0;GAMARDE LES BAINS;Gamarde-les-Bains;Gamarde-les-Bains;4004;;Gamarde-les-Bains;43.733333;-0.866667;0
40105;COM;75;40;402;0;GAREIN;Garein;Garein;4008;;Garein;44.05;-0.65;0
40106;COM;75;40;401;0;GARREY;Garrey;Garrey;4004;;Garrey;43.666667;-0.9;0
40108;COM;75;40;402;0;GASTES;Gastes;Gastes;4007;;Gastes;44.333333;-1.15;0
40109;COM;75;40;401;0;GAUJACQ;Gaujacq;Gaujacq;4004;;Gaujacq;43.65;-0.733333;0
40110;COM;75;40;402;0;GEAUNE;Geaune;Geaune;4002;;Geaune;43.65;-0.383333;0
40111;COM;75;40;402;0;GELOUX;Geloux;Geloux;4010;;Geloux;43.983333;-0.633333;0
40112;COM;75;40;401;0;GIBRET;Gibret;Gibret;4004;;Gibret;43.7;-0.816667;0
40113;COM;75;40;401;0;GOOS;Goos;Goos;4004;;Goos;43.733333;-0.9;0
40114;COM;75;40;401;0;GOURBERA;Gourbera;Gourbera;4005;;Gourbera;43.8;-1.05;0
40115;COM;75;40;401;0;GOUSSE;Gousse;Gousse;4004;;Gousse;43.766667;-0.9;0
40116;COM;75;40;401;0;GOUTS;Gouts;Gouts;4013;;Gouts;43.783333;-0.8;0
40117;COM;75;40;402;0;GRENADE SUR L ADOUR;'Grenade-sur-l''Adour';'Grenade-sur-l''Adour';4001;;'Grenade-sur-l''Adour';43.783333;-0.416667;-1
40118;COM;75;40;401;1;HABAS;Habas;Habas;4012;;Habas;43.566667;-0.933333;-1
40119;COM;75;40;402;1;HAGETMAU;Hagetmau;Hagetmau;4002;;Hagetmau;43.666667;-0.583333;-1
40120;COM;75;40;401;1;HASTINGUES;Hastingues;Hastingues;4012;;Hastingues;43.533333;-1.15;0
40121;COM;75;40;401;1;HAURIET;Hauriet;Hauriet;4004;;Hauriet;43.716667;-0.7;0
40122;COM;75;40;402;1;HAUT MAUCO;Haut-Mauco;Haut-Mauco;4002;;Haut-Mauco;43.833333;-0.55;1
40123;COM;75;40;401;1;HERM;Herm;Herm;4005;;Herm;43.816667;-1.15;0
40124;COM;75;40;402;1;HERRE;Herré;Herré;4008;;HerrÃ©;44;-0.016667;0
40125;COM;75;40;401;1;HEUGAS;Heugas;Heugas;4006;;Heugas;43.65;-1.083333;0
40126;COM;75;40;401;1;HINX;Hinx;Hinx;4004;;Hinx;43.7;-0.933333;0
40127;COM;75;40;402;1;HONTANX;Hontanx;Hontanx;4001;;Hontanx;43.816667;-0.266667;0
40128;COM;75;40;402;1;HORSARRIEU;Horsarrieu;Horsarrieu;4002;;Horsarrieu;43.683333;-0.6;0
40129;COM;75;40;401;0;JOSSE;Josse;Josse;4014;;Josse;43.633333;-1.216667;0
40130;COM;75;40;402;0;LABASTIDE CHALOSSE;Labastide-Chalosse;Labastide-Chalosse;4002;;Labastide-Chalosse;43.616667;-0.616667;-1
40131;COM;75;40;402;0;LABASTIDE D ARMAGNAC;'Labastide-d''Armagnac';'Labastide-d''Armagnac';4008;;'Labastide-d''Armagnac';43.966667;-0.183333;-1
40132;COM;75;40;401;0;LABATUT;Labatut;Labatut;4012;;Labatut;;;0
40133;COM;75;40;401;0;LABENNE;Labenne;Labenne;4014;;Labenne;43.6;-1.416667;0
40134;COM;75;40;402;0;LABOUHEYRE;Labouheyre;Labouheyre;4008;;Labouheyre;44.216667;-0.916667;0
40135;COM;75;40;402;0;LABRIT;Labrit;Labrit;4008;;Labrit;44.1;-0.55;0
40136;COM;75;40;402;0;LACAJUNTE;Lacajunte;Lacajunte;4002;;Lacajunte;43.6;-0.416667;0
40137;COM;75;40;402;0;LACQUY;Lacquy;Lacquy;4001;;Lacquy;43.95;-0.266667;0
40138;COM;75;40;402;0;LACRABE;Lacrabe;Lacrabe;4002;;Lacrabe;43.616667;-0.583333;0
40139;COM;75;40;402;0;LAGLORIEUSE;Laglorieuse;Laglorieuse;4011;;Laglorieuse;43.866667;-0.4;0
40140;COM;75;40;402;0;LAGRANGE;Lagrange;Lagrange;4008;;Lagrange;43.966667;-0.1;0
40141;COM;75;40;401;0;LAHOSSE;Lahosse;Lahosse;4004;;Lahosse;43.7;-0.8;0
40142;COM;75;40;401;0;LALUQUE;Laluque;Laluque;4013;;Laluque;43.85;-1;0
40143;COM;75;40;401;0;LAMOTHE;Lamothe;Lamothe;4013;;Lamothe;43.783333;-0.65;0
40144;COM;75;40;401;0;LARBEY;Larbey;Larbey;4004;;Larbey;43.7;-0.716667;0
40145;COM;75;40;402;0;LARRIVIERE SAINT SAVIN;Larrivière-Saint-Savin;Larrivière-Saint-Savin;4001;;LarriviÃ¨re;43.766667;-0.416667;-1
40146;COM;75;40;402;0;LATRILLE;Latrille;Latrille;4001;;Latrille;43.633333;-0.283333;-1
40147;COM;75;40;401;0;LAUREDE;Laurède;Laurède;4004;;LaurÃ¨de;43.75;-0.783333;-1
40148;COM;75;40;402;0;LAURET;Lauret;Lauret;4002;;Lauret;43.566667;-0.333333;0
40149;COM;75;40;402;0;LENCOUACQ;Lencouacq;Lencouacq;4008;;Lencouacq;44.1;-0.4;0
40150;COM;75;40;401;0;LEON;Léon;Léon;4003;;LÃ©on;43.883333;-1.3;0
40151;COM;75;40;401;0;LESGOR;Lesgor;Lesgor;4013;;Lesgor;43.85;-0.9;0
40152;COM;75;40;402;0;LESPERON;Lesperon;Lesperon;4013;;Lesperon;43.966667;-1.083333;0
40153;COM;75;40;401;2;LEUY;Leuy;Le Leuy;4013;;Le Leuy;;;0
40154;COM;75;40;401;0;LEVIGNACQ;Lévignacq;Lévignacq;4003;;LÃ©vignacq;44;-1.166667;0
40155;COM;75;40;401;0;LINXE;Linxe;Linxe;4003;;Linxe;43.916667;-1.25;0
40156;COM;75;40;402;0;LIPOSTHEY;Liposthey;Liposthey;4007;;Liposthey;44.316667;-0.883333;0
40157;COM;75;40;401;0;LIT ET MIXE;Lit-et-Mixe;Lit-et-Mixe;4003;;Lit-et-Mixe;44.033333;-1.25;0
40158;COM;75;40;402;0;LOSSE;Losse;Losse;4008;;Losse;44.1;-0.1;0
40159;COM;75;40;401;0;LOUER;Louer;Louer;4004;;Louer;43.75;-0.883333;0
40160;COM;75;40;401;0;LOURQUEN;Lourquen;Lourquen;4004;;Lourquen;43.733333;-0.783333;0
40161;COM;75;40;402;0;LUBBON;Lubbon;Lubbon;4008;;Lubbon;44.1;-0.016667;-1
40162;COM;75;40;402;0;LUCBARDEZ ET BARGUES;Lucbardez-et-Bargues;Lucbardez-et-Bargues;4010;;Lucbardez-et-Bargues;43.966667;-0.4;0
40163;COM;75;40;402;0;LUE;Lüe;Lüe;4007;;LÃ¼e;44.233333;-0.983333;0
40164;COM;75;40;402;0;RETJONS;Retjons;Retjons;4008;;Retjons;44.1;-0.283333;0
40165;COM;75;40;402;0;LUGLON;Luglon;Luglon;4008;;Luglon;44.083333;-0.716667;0
40166;COM;75;40;402;0;LUSSAGNET;Lussagnet;Lussagnet;4001;;Lussagnet;43.766667;-0.233333;-1
40167;COM;75;40;402;0;LUXEY;Luxey;Luxey;4008;;Luxey;44.266667;-0.516667;0
40168;COM;75;40;401;0;MAGESCQ;Magescq;Magescq;4009;;Magescq;43.783333;-1.216667;-1
40169;COM;75;40;402;0;MAILLAS;Maillas;Maillas;4008;;Maillas;44.25;-0.183333;-1
40170;COM;75;40;402;0;MAILLERES;Maillères;Maillères;4008;;MaillÃ¨res;44.033333;-0.433333;-1
40171;COM;75;40;402;0;MANO;Mano;Mano;4007;;Mano;44.416667;-0.675;-1
40172;COM;75;40;402;0;MANT;Mant;Mant;4002;;Mant;43.583333;-0.516667;0
40173;COM;75;40;401;0;MARPAPS;Marpaps;Marpaps;4004;;Marpaps;43.566667;-0.683333;0
40174;COM;75;40;402;0;MAURIES;Mauries;Mauries;4002;;Mauries;43.616667;-0.333333;0
40175;COM;75;40;402;0;MAURRIN;Maurrin;Maurrin;4001;;Maurrin;43.833333;-0.366667;0
40176;COM;75;40;402;0;MAUVEZIN D ARMAGNAC;'Mauvezin-d''Armagnac';'Mauvezin-d''Armagnac';4008;;'Mauvezin-d''Armagnac';43.95;-0.116667;1
40177;COM;75;40;401;0;MAYLIS;Maylis;Maylis;4004;;Maylis;43.7;-0.683333;0
40178;COM;75;40;402;0;MAZEROLLES;Mazerolles;Mazerolles;4011;;Mazerolles;;;0
40179;COM;75;40;401;0;MEES;Mées;Mées;4005;;MÃ©es;43.7;-1.1;0
40180;COM;75;40;401;0;MEILHAN;Meilhan;Meilhan;4013;;Meilhan;43.866667;-0.7;0
40181;COM;75;40;401;0;MESSANGES;Messanges;Messanges;4009;;Messanges;43.816667;-1.383333;0
40182;COM;75;40;402;0;MEZOS;Mézos;Mézos;4003;;MÃ©zos;44.083333;-1.166667;0
40183;COM;75;40;401;0;MIMBASTE;Mimbaste;Mimbaste;4012;;Mimbaste;43.65;-0.966667;-1
40184;COM;75;40;402;0;MIMIZAN;Mimizan;Mimizan;4003;;Mimizan;44.2;-1.233333;0
40185;COM;75;40;402;0;MIRAMONT SENSACQ;Miramont-Sensacq;Miramont-Sensacq;4002;;Miramont-Sensacq;43.6;-0.316667;0
40186;COM;75;40;401;0;MISSON;Misson;Misson;4012;;Misson;43.583333;-0.966667;0
40187;COM;75;40;401;0;MOLIETS ET MAA;Moliets-et-Maa;Moliets-et-Maa;4009;;Moliets-et-Maa;43.85;-1.35;0
40188;COM;75;40;402;0;MOMUY;Momuy;Momuy;4002;;Momuy;43.616667;-0.633333;0
40189;COM;75;40;402;0;MONGET;Monget;Monget;4002;;Monget;43.566667;-0.516667;0
40190;COM;75;40;402;0;MONSEGUR;Monségur;Monségur;4002;;MonsÃ©gur;;;0
40191;COM;75;40;402;0;MONTAUT;Montaut;Montaut;4002;;Montaut;;;0
40192;COM;75;40;402;0;MONT DE MARSAN;Mont-de-Marsan;Mont-de-Marsan;4099;;Mont-de-Marsan;43.883333;-0.5;0
40193;COM;75;40;402;0;MONTEGUT;Montégut;Montégut;4001;;MontÃ©gut;43.866667;-0.2;-1
40194;COM;75;40;401;0;MONTFORT EN CHALOSSE;Montfort-en-Chalosse;Montfort-en-Chalosse;4004;;Montfort-en-Chalosse;43.716667;-0.833333;-1
40195;COM;75;40;402;0;MONTGAILLARD;Montgaillard;Montgaillard;4002;;Montgaillard;43.75;-0.483333;-1
40196;COM;75;40;402;0;MONTSOUE;Montsoué;Montsoué;4002;;MontsouÃ©;43.733333;-0.516667;0
40197;COM;75;40;402;0;MORCENX LA NOUVELLE;Morcenx-la-Nouvelle;Morcenx-la-Nouvelle;4013;;Morcenx;44.033333;-0.916667;-1
40198;COM;75;40;402;0;MORGANX;Morganx;Morganx;4002;;Morganx;43.616667;-0.566667;0
40199;COM;75;40;401;0;MOUSCARDES;Mouscardès;Mouscardès;4012;;MouscardÃ¨s;43.583333;-0.883333;1
40200;COM;75;40;402;0;MOUSTEY;Moustey;Moustey;4007;;Moustey;44.35857;-0.76167;1
40201;COM;75;40;401;0;MUGRON;Mugron;Mugron;4004;;Mugron;43.75;-0.75;0
40202;COM;75;40;401;0;NARROSSE;Narrosse;Narrosse;4006;;Narrosse;43.7;-1;0
40203;COM;75;40;401;0;NASSIET;Nassiet;Nassiet;4004;;Nassiet;43.6;-0.683333;1
40204;COM;75;40;401;0;NERBIS;Nerbis;Nerbis;4004;;Nerbis;43.75;-0.733333;0
40205;COM;75;40;401;0;NOUSSE;Nousse;Nousse;4004;;Nousse;43.716667;-0.816667;1
40206;COM;75;40;401;1;OEYREGAVE;Oeyregave;Oeyregave;4012;;Oeyregave;43.533333;-1.1;0
40207;COM;75;40;401;1;OEYRELUY;Oeyreluy;Oeyreluy;4006;;Oeyreluy;43.666667;-1.083333;0
40208;COM;75;40;401;1;ONARD;Onard;Onard;4004;;Onard;43.783333;-0.833333;0
40209;COM;75;40;401;1;ONDRES;Ondres;Ondres;4015;;Ondres;43.566667;-1.433333;0
40210;COM;75;40;402;1;ONESSE LAHARIE;Onesse-Laharie;Onesse-Laharie;4013;;Onesse-et-Laharie;44.066667;-1.066667;1
40211;COM;75;40;401;1;ORIST;Orist;Orist;4012;;Orist;43.633333;-1.166667;0
40212;COM;75;40;401;1;ORTHEVIELLE;Orthevielle;Orthevielle;4012;;Orthevielle;43.55;-1.15;0
40213;COM;75;40;401;1;ORX;Orx;Orx;4014;;Orx;43.6;-1.366667;0
40214;COM;75;40;401;1;OSSAGES;Ossages;Ossages;4012;;Ossages;43.55;-0.883333;-1
40215;COM;75;40;402;1;OUSSE SUZAN;Ousse-Suzan;Ousse-Suzan;4013;;Ousse-Suzan;43.95;-0.766667;0
40216;COM;75;40;401;1;OZOURT;Ozourt;Ozourt;4004;;Ozourt;43.666667;-0.883333;0
40217;COM;75;40;402;0;PARENTIS EN BORN;Parentis-en-Born;Parentis-en-Born;4007;;Parentis-en-Born;44.35;-1.066667;-1
40218;COM;75;40;402;0;PARLEBOSCQ;Parleboscq;Parleboscq;4008;;Parleboscq;43.933333;-;0
40219;COM;75;40;402;0;PAYROS CAZAUTETS;Payros-Cazautets;Payros-Cazautets;4002;;Payros-Cazautets;43.616667;-0.4;0
40220;COM;75;40;402;0;PECORADE;Pécorade;Pécorade;4002;;PÃ©corade;43.65;-0.366667;0
40221;COM;75;40;402;0;PERQUIE;Perquie;Perquie;4001;;Perquie;43.866667;-0.283333;0
40222;COM;75;40;401;0;PEY;Pey;Pey;4012;;Pey;43.633333;-1.2;0
40223;COM;75;40;402;0;PEYRE;Peyre;Peyre;4002;;Peyre;43.566667;-0.55;0
40224;COM;75;40;401;0;PEYREHORADE;Peyrehorade;Peyrehorade;4012;;Peyrehorade;43.55;-1.1;0
40225;COM;75;40;402;0;PHILONDENX;Philondenx;Philondenx;4002;;Philondenx;43.566667;-0.45;0
40226;COM;75;40;402;0;PIMBO;Pimbo;Pimbo;4002;;Pimbo;43.583333;-0.366667;0
40227;COM;75;40;402;0;PISSOS;Pissos;Pissos;4007;;Pissos;44.3;-0.766667;0
40228;COM;75;40;401;0;POMAREZ;Pomarez;Pomarez;4004;;Pomarez;43.633333;-0.833333;0
40229;COM;75;40;402;0;PONTENX LES FORGES;Pontenx-les-Forges;Pontenx-les-Forges;4003;;Pontenx-les-Forges;44.25;-1.116667;0
40230;COM;75;40;401;0;PONTONX SUR L ADOUR;'Pontonx-sur-l''Adour';'Pontonx-sur-l''Adour';4013;;'Pontonx-sur-l''Adour';43.783333;-0.933333;-1
40231;COM;75;40;401;0;PORT DE LANNE;Port-de-Lanne;Port-de-Lanne;4012;;Port-de-Lanne;43.566667;-1.2;0
40232;COM;75;40;402;0;POUDENX;Poudenx;Poudenx;4002;;Poudenx;43.583333;-0.583333;0
40233;COM;75;40;401;0;POUILLON;Pouillon;Pouillon;4012;;Pouillon;43.6;-1;-1
40234;COM;75;40;402;0;POUYDESSEAUX;Pouydesseaux;Pouydesseaux;4010;;Pouydesseaux;43.966667;-0.316667;-1
40235;COM;75;40;401;0;POYANNE;Poyanne;Poyanne;4004;;Poyanne;43.75;-0.816667;0
40236;COM;75;40;401;0;POYARTIN;Poyartin;Poyartin;4004;;Poyartin;43.683333;-0.866667;0
40237;COM;75;40;401;0;PRECHACQ LES BAINS;Préchacq-les-Bains;Préchacq-les-Bains;4004;;PrÃ©chacq-les-Bains;;;0
40238;COM;75;40;402;0;PUJO LE PLAN;Pujo-le-Plan;Pujo-le-Plan;4001;;Pujo-le-Plan;43.85;-0.333333;0
40239;COM;75;40;402;0;PUYOL CAZALET;Puyol-Cazalet;Puyol-Cazalet;4002;;Puyol-Cazalet;43.6;-0.4;0
40240;COM;75;40;402;0;RENUNG;Renung;Renung;4001;;Renung;43.75;-0.35;-1
40242;COM;75;40;402;0;RIMBEZ ET BAUDIETS;Rimbez-et-Baudiets;Rimbez-et-Baudiets;4008;;Rimbez-et-Baudiets;44.05;0.05;0
40243;COM;75;40;401;0;RION DES LANDES;Rion-des-Landes;Rion-des-Landes;4013;;Rion-des-Landes;43.933333;-0.916667;0
40244;COM;75;40;401;0;RIVIERE SAAS ET GOURBY;Rivière-Saas-et-Gourby;Rivière-Saas-et-Gourby;4005;;RiviÃ¨re-Saas-et-Gourby;43.683333;-1.133333;0
40245;COM;75;40;402;0;ROQUEFORT;Roquefort;Roquefort;4008;;Roquefort;;;-1
40246;COM;75;40;402;0;SABRES;Sabres;Sabres;4008;;Sabres;44.15;-0.733333;0
40247;COM;75;40;402;0;SAINT AGNET;Saint-Agnet;Saint-Agnet;4001;;Saint-Agnet;43.616667;-0.266667;1
40248;COM;75;40;401;0;SAINT ANDRE DE SEIGNANX;Saint-André-de-Seignanx;Saint-André-de-Seignanx;4015;;Saint-AndrÃ©-de-Seignanx;;;1
40249;COM;75;40;401;0;SAINT AUBIN;Saint-Aubin;Saint-Aubin;4004;;Saint-Aubin;;;1
40250;COM;75;40;402;0;SAINT AVIT;Saint-Avit;Saint-Avit;4010;;Saint-Avit;;;1
40251;COM;75;40;401;0;SAINT BARTHELEMY;Saint-Barthélemy;Saint-Barthélemy;4015;;Saint-BarthÃ©lemy;43.516667;-1.333333;1
40252;COM;75;40;402;0;SAINTE COLOMBE;Sainte-Colombe;Sainte-Colombe;4002;;Sainte-Colombe;43.683333;-0.55;1
40253;COM;75;40;402;0;SAINT CRICQ CHALOSSE;Saint-Cricq-Chalosse;Saint-Cricq-Chalosse;4002;;Saint-Cricq-Chalosse;43.65;-0.683333;1
40254;COM;75;40;401;0;SAINT CRICQ DU GAVE;Saint-Cricq-du-Gave;Saint-Cricq-du-Gave;4012;;Saint-Cricq-du-Gave;43.533333;-1.016667;1
40255;COM;75;40;402;0;SAINT CRICQ VILLENEUVE;Saint-Cricq-Villeneuve;Saint-Cricq-Villeneuve;4001;;Saint-Cricq-Villeneuve;43.883333;-0.35;-1
40256;COM;75;40;401;0;SAINT ETIENNE D ORTHE;'Saint-Étienne-d''Orthe';'Saint-Étienne-d''Orthe';4012;;'Saint-Etienne-d''Orthe';43.583333;-1.166667;1
40257;COM;75;40;402;0;SAINTE EULALIE EN BORN;Sainte-Eulalie-en-Born;Sainte-Eulalie-en-Born;4007;;Sainte-Eulalie-en-Born;44.266667;-1.183333;1
40258;COM;75;40;402;0;SAINTE FOY;Sainte-Foy;Sainte-Foy;4001;;Sainte-Foy;;;1
40259;COM;75;40;402;0;SAINT GEIN;Saint-Gein;Saint-Gein;4001;;Saint-Gein;43.833333;-0.3;1
40260;COM;75;40;401;0;SAINT GEOURS D AURIBAT;'Saint-Geours-d''Auribat';'Saint-Geours-d''Auribat';4004;;'Saint-Geours-d''Auribat';43.75;-0.833333;1
40261;COM;75;40;401;0;SAINT GEOURS DE MAREMNE;Saint-Geours-de-Maremne;Saint-Geours-de-Maremne;4009;;Saint-Geours-de-Maremne;43.683333;-1.233333;1
40262;COM;75;40;402;0;SAINT GOR;Saint-Gor;Saint-Gor;4008;;Saint-Gor;44.05;-0.233333;1
40263;COM;75;40;401;0;SAINT JEAN DE LIER;Saint-Jean-de-Lier;Saint-Jean-de-Lier;4004;;Saint-Jean-de-Lier;43.783333;-0.883333;1
40264;COM;75;40;401;0;SAINT JEAN DE MARSACQ;Saint-Jean-de-Marsacq;Saint-Jean-de-Marsacq;4014;;Saint-Jean-de-Marsacq;43.616667;-1.25;1
40265;COM;75;40;402;0;SAINT JULIEN D ARMAGNAC;'Saint-Julien-d''Armagnac';'Saint-Julien-d''Armagnac';4008;;'Saint-Julien-d''Armagnac';43.966667;-0.116667;1
40266;COM;75;40;401;0;SAINT JULIEN EN BORN;Saint-Julien-en-Born;Saint-Julien-en-Born;4003;;Saint-Julien-en-Born;44.066667;-1.233333;1
40267;COM;75;40;402;0;SAINT JUSTIN;Saint-Justin;Saint-Justin;4008;;Saint-Justin;43.983333;-0.233333;1
40268;COM;75;40;401;0;SAINT LAURENT DE GOSSE;Saint-Laurent-de-Gosse;Saint-Laurent-de-Gosse;4015;;Saint-Laurent-de-Gosse;43.533333;-1.266667;1
40269;COM;75;40;401;0;SAINT LON LES MINES;Saint-Lon-les-Mines;Saint-Lon-les-Mines;4012;;Saint-Lon-les-Mines;43.616667;-1.116667;1
